acct_id,dsply_nm,type,acct_stat,acct_rptng_crncy,prior_sar_count,branch_id,open_dt,close_dt,initial_deposit,tx_behavior_id,bank_id,first_name,last_name,street_addr,city,state,country,zip,gender,birth_date,ssn,lon,lat
10,DennisSalinas,SAV,A,USD,False,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,50742.63,1,bank_3,Dennis,Salinas,9176 Katherine Streets Suite 176,Shellyberg,NC,US,65830,M,1980-07-18,856-83-1872,,
11,TimothyYang,SAV,A,USD,False,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,64836.29,1,bank_3,Timothy,Yang,430 Larry Forges,Dorseyside,MD,US,39541,M,1999-10-27,784-47-0216,,
12,EricLee,SAV,A,USD,False,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,51307.44,1,bank_3,Eric,Lee,422 Knight View Suite 844,Wadeville,HI,US,46120,M,1958-02-18,245-97-9150,,
13,JessicaSuarez,SAV,A,USD,False,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,72175.3,1,bank_3,Jessica,Suarez,46700 Julie Views,Jonesstad,UT,US,54608,F,1945-12-19,302-40-9262,,
14,KimMiller,SAV,A,USD,True,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,92848.57,1,bank_3,Kim,Miller,017 Garcia Road Suite 949,Lake Benjaminstad,CT,US,65032,F,1975-06-15,320-21-9209,,
15,DerrickMitchell,SAV,A,USD,False,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,94659.26,1,bank_3,Derrick,Mitchell,951 Kim Coves,Christianview,NC,US,04100,M,1960-01-26,563-07-4920,,
16,LisaHarris,SAV,A,USD,False,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,83544.71,1,bank_3,Lisa,Harris,40069 Robertson Center Apt. 769,New Cindyville,AR,US,06757,F,1982-12-23,715-96-4924,,
17,PatrickFlores,SAV,A,USD,False,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,92297.39,1,bank_3,Patrick,Flores,8379 Gregory Lock,Noahfort,NY,US,37534,M,1998-05-08,393-89-2473,,
18,JamesDuke,SAV,A,USD,False,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,73641.28,1,bank_3,James,Duke,7000 Weaver Forges,Lake Christianberg,KS,US,41401,M,1990-06-26,783-35-4061,,
19,ConnieWeber,SAV,A,USD,False,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,54115.02,1,bank_3,Connie,Weber,87023 Moore Forest,Luketown,NY,US,54488,F,1950-05-29,031-45-9048,,
20,ReneeKelley,SAV,A,USD,False,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,73248.42,1,bank_3,Renee,Kelley,8233 Green Trail Suite 015,Margaretland,ME,US,59002,F,1979-02-25,488-94-0349,,
21,StephanieSmith,SAV,A,USD,True,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,85912.22,1,bank_3,Stephanie,Smith,29544 William Island,North Christopherland,NE,US,27476,F,1962-09-15,147-22-7762,,
22,AmberHarris,SAV,A,USD,False,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,61260.29,1,bank_3,Amber,Harris,540 Katherine Valleys Suite 306,North Andrewhaven,AL,US,56040,F,1947-05-11,014-61-5857,,
23,MichaelJackson,SAV,A,USD,False,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,56394.76,1,bank_3,Michael,Jackson,39835 Buckley Viaduct,Lake Julie,IA,US,51595,M,1996-10-18,805-03-7878,,
24,KylieMorales,SAV,A,USD,False,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,99234.69,1,bank_3,Kylie,Morales,9536 Madden Trail Suite 108,East Mark,OR,US,02055,F,1967-12-15,142-39-2766,,
25,GregoryArroyo,SAV,A,USD,False,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,72319.12,1,bank_3,Gregory,Arroyo,105 Williams Flats Suite 475,Jessicachester,NM,US,85441,M,1966-02-09,057-63-1659,,
26,KatherineBennett,SAV,A,USD,False,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,82416.34,1,bank_3,Katherine,Bennett,996 Johnson Park Suite 146,New Jennifer,ND,US,25575,F,2003-12-24,821-62-8387,,
27,JeffreyWashington,SAV,A,USD,False,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,99613.8,1,bank_3,Jeffrey,Washington,590 Mcintyre Green Suite 038,Hannamouth,OH,US,08634,M,1993-08-25,160-97-4687,,
28,JessicaBrown,SAV,A,USD,False,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,84909.84,1,bank_3,Jessica,Brown,509 Higgins Throughway,Davisberg,NH,US,62202,F,1961-05-12,694-97-4923,,
29,BrianMartinez,SAV,A,USD,False,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,70706.59,1,bank_3,Brian,Martinez,98551 Melissa Ports,Hesterport,IL,US,10286,M,1949-08-21,177-92-2711,,
30,JasonLarsen,SAV,A,USD,False,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,77011.99,1,bank_3,Jason,Larsen,311 Jacqueline Courts Apt. 806,Lake Jasonshire,AR,US,67132,M,1973-01-09,059-06-9606,,
31,TraciRogers,SAV,A,USD,False,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,74819.48,1,bank_3,Traci,Rogers,0793 Teresa Forge Suite 274,South Jaime,KY,US,64669,F,1996-02-15,516-70-0918,,
32,JosephEaton,SAV,A,USD,True,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,72554.56,1,bank_3,Joseph,Eaton,318 Christensen Station Apt. 328,New Stephen,MT,US,89138,M,1981-02-04,712-98-4507,,
33,JenniferMeyer,SAV,A,USD,False,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,78384.11,1,bank_3,Jennifer,Meyer,1486 Catherine Extension Apt. 568,North Christopher,AR,US,88976,F,1942-04-21,728-43-5456,,
34,AnthonyAllison,SAV,A,USD,False,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,65455.65,1,bank_3,Anthony,Allison,4638 Mccullough Mountain Suite 238,North Ginaberg,KY,US,92974,M,1966-10-27,610-88-3376,,
35,JoannaOrtega,SAV,A,USD,False,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,55738.02,1,bank_3,Joanna,Ortega,21172 Latoya Views Apt. 223,North Alyssa,RI,US,48982,F,1993-12-03,647-54-2687,,
36,JohnBrown,SAV,A,USD,False,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,98145.97,1,bank_3,John,Brown,16686 Lopez Forks,Christieberg,NE,US,56906,M,1949-02-10,452-94-7650,,
37,JillYoung,SAV,A,USD,False,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,95189.26,1,bank_3,Jill,Young,034 Alexander Center Apt. 862,Priceberg,KS,US,34761,F,1958-10-15,647-82-1838,,
38,MichelleWade,SAV,A,USD,False,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,84384.22,1,bank_3,Michelle,Wade,07395 Douglas Flats Apt. 553,Jasonstad,HI,US,39423,F,1964-05-07,410-51-0741,,
39,MatthewNunez,SAV,A,USD,False,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,72061.61,1,bank_3,Matthew,Nunez,4933 Joyce Village Suite 086,North Lukefort,NC,US,01865,M,1987-03-08,339-84-9671,,
40,CindyDavidson,SAV,A,USD,True,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,94517.2,1,bank_3,Cindy,Davidson,44880 Thomas Manor Apt. 860,New Robertshire,NV,US,78237,F,1957-02-03,052-61-3383,,
41,EvanWatts,SAV,A,USD,False,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,73267.44,1,bank_3,Evan,Watts,4324 Andrea Curve Apt. 196,Villaborough,WA,US,89971,M,1995-11-16,207-24-8569,,
42,PamelaDavis,SAV,A,USD,False,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,82142.95,1,bank_3,Pamela,Davis,928 Sarah Via,Lake Hailey,NE,US,68744,F,1958-09-16,703-09-6720,,
43,JosephMartin,SAV,A,USD,False,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,96265.55,1,bank_3,Joseph,Martin,12122 Alexander View,Chenberg,IL,US,47049,M,1968-12-14,165-23-7202,,
44,ErinSmith,SAV,A,USD,False,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,58913.22,1,bank_3,Erin,Smith,389 Calderon Bridge Apt. 747,Lake Henrystad,MN,US,20710,F,1956-03-20,274-58-2292,,
45,KevinWilkins,SAV,A,USD,False,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,88282.89,1,bank_3,Kevin,Wilkins,222 Tucker Trail,Virginiaberg,UT,US,07013,M,1989-05-12,371-62-6999,,
46,TraciKemp,SAV,A,USD,False,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,96692.57,1,bank_3,Traci,Kemp,07559 Day Crossroad Apt. 293,West Luis,CT,US,52031,F,1977-10-24,865-40-6253,,
47,JoyMooney,SAV,A,USD,False,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,70559.53,1,bank_3,Joy,Mooney,9761 Anthony Harbor,Cruzshire,WI,US,33068,F,1962-06-05,063-49-7492,,
48,RonaldMckee,SAV,A,USD,False,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,78052.85,1,bank_3,Ronald,Mckee,2974 Nelson Stream Apt. 869,Hallstad,ID,US,32882,M,1970-04-16,855-03-7183,,
49,AmyBerry,SAV,A,USD,False,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,66548.14,1,bank_3,Amy,Berry,9918 Kyle Glens,Craigstad,CT,US,21833,F,1976-10-09,597-61-0262,,
50,ShelbyMathews,SAV,A,USD,False,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,96554.5,1,bank_3,Shelby,Mathews,26750 Coleman Bypass,Pruittberg,SC,US,04592,F,1962-11-05,314-36-0724,,
51,IanFuentes,SAV,A,USD,False,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,66776.85,1,bank_3,Ian,Fuentes,722 Catherine Flat Apt. 134,Reyesview,GA,US,36881,M,1955-08-26,123-20-8583,,
52,DevonClark,SAV,A,USD,False,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,62164.43,1,bank_3,Devon,Clark,4964 Ware Harbors,Lake Lisa,MO,US,07565,M,1998-09-06,289-68-2279,,
53,JessicaDunn,SAV,A,USD,False,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,69602.35,1,bank_3,Jessica,Dunn,453 David Tunnel Apt. 112,Hollyberg,MN,US,54353,F,1960-12-17,614-89-5149,,
54,RhondaHiggins,SAV,A,USD,False,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,54841.62,1,bank_3,Rhonda,Higgins,599 Lopez Dale Suite 563,Whitechester,AK,US,50421,F,1977-07-21,408-19-8513,,
55,TheresaRoberts,SAV,A,USD,False,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,57967.32,1,bank_3,Theresa,Roberts,55113 Blake Forest Suite 079,Port Jasonmouth,OR,US,19965,F,1959-11-26,069-22-9014,,
56,MelissaMurphy,SAV,A,USD,False,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,54844.59,1,bank_3,Melissa,Murphy,4277 Bennett Lock,Whiteheadview,AL,US,63337,F,2002-01-15,851-76-2918,,
57,JamesSolomon,SAV,A,USD,False,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,85573.49,1,bank_3,James,Solomon,1359 Margaret Plaza,Randallfort,NY,US,38539,M,1991-12-30,877-31-9141,,
58,MichelleJohnson,SAV,A,USD,False,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,66604.16,1,bank_3,Michelle,Johnson,4095 Jackson Orchard,Chadmouth,ME,US,14704,F,1973-11-27,485-42-5881,,
59,JessicaRamsey,SAV,A,USD,True,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,51868.4,1,bank_3,Jessica,Ramsey,948 Wayne Plaza Apt. 337,Duncanfort,MT,US,86055,F,1946-09-04,691-81-3394,,
60,AmandaSharp,SAV,A,USD,False,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,84544.98,1,bank_3,Amanda,Sharp,352 Ramirez Inlet Apt. 319,Port Kimberlytown,ME,US,86503,F,1955-06-28,530-02-2591,,
61,RyanMitchell,SAV,A,USD,False,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,64948.3,1,bank_3,Ryan,Mitchell,39805 Conway Throughway,Conniebury,PA,US,57976,M,1968-04-01,699-49-4843,,
62,MichaelRodriguez,SAV,A,USD,False,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,90527.86,1,bank_3,Michael,Rodriguez,9131 Dougherty Ports,Kingfurt,LA,US,74540,M,1978-01-27,424-88-1212,,
63,DustinMichael,SAV,A,USD,False,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,95894.18,1,bank_3,Dustin,Michael,663 Bruce Well Apt. 245,Lake Jodichester,LA,US,24651,M,1986-03-20,007-54-9902,,
64,MichaelAllen,SAV,A,USD,False,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,79264.91,1,bank_3,Michael,Allen,096 Donald Green,Lake Sarahtown,MD,US,24314,M,1975-10-24,021-76-4822,,
65,EdwardPorter,SAV,A,USD,False,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,96604.1,1,bank_3,Edward,Porter,14851 Ashley Pass Suite 878,Angelashire,MS,US,46669,M,1998-10-15,340-05-8859,,
66,ElizabethFlores,SAV,A,USD,False,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,96154.76,1,bank_3,Elizabeth,Flores,9220 Yang Fall,East Lisa,NY,US,47245,F,1960-06-19,571-30-4193,,
67,RobertTaylor,SAV,A,USD,False,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,69637.38,1,bank_3,Robert,Taylor,92454 Ross Forges Suite 414,Port Juan,FL,US,33088,M,1974-08-06,872-23-3159,,
68,DavidDuncan,SAV,A,USD,False,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,85636.52,1,bank_3,David,Duncan,3393 Stephen Street,Ferrellville,WV,US,79938,M,1991-03-15,055-99-4012,,
69,MichaelBarnes,SAV,A,USD,False,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,50994.84,1,bank_3,Michael,Barnes,283 Sanchez Points,Annehaven,AK,US,51958,M,2003-10-27,451-91-9250,,
70,PatriciaJones,SAV,A,USD,False,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,81634.6,1,bank_3,Patricia,Jones,44332 Olson Groves Apt. 431,Deborahstad,GA,US,01051,F,1965-09-18,353-39-0052,,
71,HeatherMiller,SAV,A,USD,True,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,98426.81,1,bank_3,Heather,Miller,569 Kristen Ville Suite 454,Michaelview,DC,US,34651,F,1991-06-22,137-52-1033,,
72,StevenWells,SAV,A,USD,False,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,78478.26,1,bank_3,Steven,Wells,97901 Lisa Inlet,Meadowsstad,ID,US,58798,M,1985-11-18,234-50-7880,,
73,KimberlyTanner,SAV,A,USD,False,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,64850.45,1,bank_3,Kimberly,Tanner,1372 Emily Manors Apt. 626,South Jasonshire,WY,US,04204,F,1991-06-22,043-10-8832,,
74,TravisSmith,SAV,A,USD,False,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,76985.25,1,bank_3,Travis,Smith,0187 Hernandez Meadow Suite 366,Kaylafurt,RI,US,17610,M,1962-12-12,507-33-6108,,
75,CandaceArmstrong,SAV,A,USD,False,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,69096.69,1,bank_3,Candace,Armstrong,1992 Luna Ridges Suite 588,Yustad,KS,US,20857,F,1960-01-18,888-93-7820,,
76,MarkBaker,SAV,A,USD,False,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,64769.01,1,bank_3,Mark,Baker,08588 Jonathan Keys,North Sabrina,UT,US,02633,M,1991-11-08,884-83-2562,,
77,AdamMitchell,SAV,A,USD,False,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,72450.68,1,bank_3,Adam,Mitchell,731 Mark Harbor,South Meghan,UT,US,78162,M,1962-04-29,450-95-6608,,
78,MelissaPorter,SAV,A,USD,False,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,61269.96,1,bank_3,Melissa,Porter,37641 Sarah Fort Suite 855,West John,MS,US,79811,F,1969-02-28,529-37-5156,,
79,TravisClark,SAV,A,USD,False,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,73696.14,1,bank_3,Travis,Clark,360 Moody Trafficway Apt. 994,South Aaron,ND,US,32093,M,1983-04-05,478-94-9906,,
80,MichaelDavis,SAV,A,USD,False,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,61924.2,1,bank_3,Michael,Davis,18228 Holt Harbor,Richmondburgh,MN,US,20042,M,1948-04-29,754-02-8065,,
81,NathanLopez,SAV,A,USD,False,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,50901.97,1,bank_3,Nathan,Lopez,41098 Kathy Mews Apt. 597,South Barry,RI,US,43240,M,1969-01-20,718-95-5791,,
82,JessicaSerrano,SAV,A,USD,False,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,51111.01,1,bank_3,Jessica,Serrano,6881 Stephanie Manor,West Danielle,NY,US,85083,F,1996-08-07,704-09-0353,,
83,EvelynMccann,SAV,A,USD,False,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,71184.87,1,bank_3,Evelyn,Mccann,731 Watson Plain Suite 413,Pierceburgh,CO,US,71509,F,1996-09-24,658-54-3023,,
84,AaronSchneider,SAV,A,USD,False,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,64925.33,1,bank_3,Aaron,Schneider,38091 Marshall Road Apt. 416,East Robertfort,HI,US,69391,M,1979-04-29,767-43-4473,,
85,KathrynJacobs,SAV,A,USD,False,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,51960.5,1,bank_3,Kathryn,Jacobs,54768 Andrews Mountains Apt. 905,North Alexis,WV,US,89422,F,1952-01-17,628-65-7920,,
86,WalterWalker,SAV,A,USD,False,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,90827.85,1,bank_3,Walter,Walker,16987 John Lodge Apt. 595,Timothyport,OR,US,52329,M,1998-10-13,567-31-8710,,
87,ElizabethRivers,SAV,A,USD,False,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,54904.82,1,bank_3,Elizabeth,Rivers,321 Mclean Hill,Davistown,NY,US,73554,F,1986-11-19,247-46-8130,,
88,NicoleSmith,SAV,A,USD,False,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,65409.75,1,bank_3,Nicole,Smith,458 Simmons Port Suite 245,Debbieburgh,WY,US,44027,F,1964-09-12,346-24-0127,,
89,SandraDavis,SAV,A,USD,False,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,91118.13,1,bank_3,Sandra,Davis,12106 Hannah Isle Apt. 846,New Ianview,ND,US,53483,F,1971-12-28,370-08-7860,,
90,SharonJefferson,SAV,A,USD,False,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,86755.84,1,bank_3,Sharon,Jefferson,5135 Jorge Landing,Lake Josephborough,TX,US,28968,F,1980-12-31,651-20-1947,,
91,ZacharyFloyd,SAV,A,USD,False,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,71424.43,1,bank_3,Zachary,Floyd,083 Johns Manor,East Joshuafort,LA,US,42503,M,1979-03-24,513-01-4965,,
92,JohnMorris,SAV,A,USD,False,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,88343.44,1,bank_3,John,Morris,65634 Torres Crescent,Julieview,NV,US,24909,M,1950-12-16,414-76-9361,,
93,LisaWilliams,SAV,A,USD,False,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,62971.74,1,bank_3,Lisa,Williams,215 Robert Cape,Port Brittany,FL,US,14303,F,1976-06-03,322-09-4155,,
94,SteveCervantes,SAV,A,USD,True,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,71092.89,1,bank_3,Steve,Cervantes,82771 Johnson Bridge Suite 512,Brandyfort,MD,US,37283,M,1953-05-18,522-70-2763,,
95,TeresaLewis,SAV,A,USD,False,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,90576.57,1,bank_3,Teresa,Lewis,99063 Newton Summit Apt. 045,South Brianhaven,ME,US,18595,F,1977-02-23,076-54-5531,,
96,JamesLeon,SAV,A,USD,False,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,65580.62,1,bank_3,James,Leon,11299 Jennifer Square Apt. 995,South Donna,WA,US,69595,M,1964-07-29,217-87-3621,,
97,KathrynMarquez,SAV,A,USD,False,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,90192.41,1,bank_3,Kathryn,Marquez,37018 Smith Dam,West Jessicaview,AR,US,64324,F,1989-11-16,891-10-1628,,
98,BrandonFox,SAV,A,USD,False,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,71846.09,1,bank_3,Brandon,Fox,965 Lee Valley,Hollowayborough,VA,US,56758,M,1991-05-31,806-29-1902,,
99,PaulCarey,SAV,A,USD,False,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,85178.16,1,bank_3,Paul,Carey,43725 Byrd Dam,New Laura,KY,US,23987,M,1976-09-19,125-22-1196,,
100,EvanRodriguez,SAV,A,USD,False,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,58963.41,1,bank_3,Evan,Rodriguez,010 Martinez Parkway Apt. 766,New Scott,IL,US,39973,M,1986-08-31,472-92-6107,,
101,AmandaWeaver,SAV,A,USD,False,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,72733.57,1,bank_3,Amanda,Weaver,52419 Robinson Stream,Lake Douglasview,LA,US,97262,F,1949-12-02,381-67-2793,,
102,SandraGoodwin,SAV,A,USD,False,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,56705.22,1,bank_3,Sandra,Goodwin,3920 Donna Garden Suite 036,Andrewton,WI,US,13627,F,1970-11-09,392-79-3273,,
103,LeahHeath,SAV,A,USD,False,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,78172.47,1,bank_3,Leah,Heath,2618 Wade Mission Apt. 042,Johnsonhaven,WY,US,65564,F,1983-08-25,732-28-2639,,
104,EmmaAllen,SAV,A,USD,False,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,56459.86,1,bank_3,Emma,Allen,6157 Stephanie Union,Monicaport,NH,US,81721,F,1994-03-21,232-17-3781,,
105,MatthewWilliams,SAV,A,USD,False,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,97128.1,1,bank_3,Matthew,Williams,9292 Chavez Track Apt. 597,Port George,NY,US,42239,M,1988-01-21,362-68-3402,,
106,LindaBerry,SAV,A,USD,False,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,96131.6,1,bank_3,Linda,Berry,14570 Jesse Club,West Jason,NM,US,74176,F,1971-12-06,609-64-5162,,
107,RalphAcevedo,SAV,A,USD,False,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,63850.06,1,bank_3,Ralph,Acevedo,610 Kelly Streets Apt. 789,New Renee,ME,US,78703,M,1983-11-08,709-67-8190,,
108,SusanReynolds,SAV,A,USD,False,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,65839.96,1,bank_3,Susan,Reynolds,38527 Glover Mount Suite 302,Crystalbury,SC,US,73471,F,1976-03-23,629-96-8875,,
109,TiffanyVega,SAV,A,USD,False,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,50214.26,1,bank_3,Tiffany,Vega,52144 Whitney Lane,North Steven,DC,US,34643,F,1946-03-03,374-07-6966,,
110,DorisMata,SAV,A,USD,False,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,99773.07,1,bank_3,Doris,Mata,0361 Campos Road Suite 225,North Kathleenport,VA,US,23200,F,1994-02-25,887-89-2802,,
111,MarkHanson,SAV,A,USD,False,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,78838.56,1,bank_3,Mark,Hanson,509 Walker Prairie,Alexandrastad,WV,US,10933,M,1957-06-25,631-72-4492,,
112,LaurenHughes,SAV,A,USD,False,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,65898.34,1,bank_3,Lauren,Hughes,423 Bianca Ferry,Shelleyport,MS,US,05081,F,1969-09-26,062-71-6782,,
113,KarlaLuna,SAV,A,USD,False,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,99796.79,1,bank_3,Karla,Luna,65813 Pittman Square Apt. 989,Lindseyburgh,AR,US,61458,F,1987-06-16,782-34-1953,,
